id,spacegroup,number_of_total_atoms,percent_atom_al,percent_atom_ga,percent_atom_in,lattice_vector_1_ang,lattice_vector_2_ang,lattice_vector_3_ang,cos alpha,cos beta,cos gamma,w = croot(V),GaGaDist,GaAlDist,GaInDist,GaODist,AlAlDist,AlInDist,AlODist,InInDist,InODist,OODist,GaGaDist2,GaAlDist2,GaInDist2,GaODist2,AlAlDist2,AlInDist2,AlODist2,InInDist2,InODist2,OODist2,GaGaDist3,GaAlDist3,GaInDist3,GaODist3,AlAlDist3,AlInDist3,AlODist3,InInDist3,InODist3,OODist3,formation_energy_ev_natom,bandgap_energy_ev
2192,167,30,0.3333,0.6667,0,4.9772,4.9768,13.4593,8.00E-05,-1.10E-04,-5.00E-01,6.60940044,2.826458313,2.826458313,0,1.927163771,2.826458313,0,1.927163759,0,0,2.611875593,9.556120963,2.826458313,0,1.927254457,2.93213615,0,1.927435185,0,0,2.611875593,0,3.645358432,0,1.927276199,0,0,2.06670265,0,0,2.611875593,0.075,3.1998
2193,12,80,0.5625,0.3125,0.125,24.304,6.079,5.89,1.00E-05,-2.46E-01,0.00E+00,9.448729996,3.03951951,3.03951951,3.03951951,1.833623668,3.03951951,3.03951951,1.833623668,3.101955509,1.926034272,2.64598453,3.255693614,3.03951951,3.101943705,1.833623668,3.03951951,3.255693614,1.833623668,6.263187586,1.949803619,2.654194208,3.315633994,0,3.101955509,1.833624785,3.255693614,3.255693614,1.833623668,6.263196879,1.991574359,3.03951951,0.0895,2.6211
2194,12,80,0.3438,0.375,0.2812,24.4901,6.2287,6.0949,0.00E+00,-2.51E-01,0.00E+00,9.654360965,3.11435042,3.11435042,3.11435042,1.868245493,3.11435042,3.160844303,1.868245493,3.11435042,1.868245493,2.701641621,0,3.11435042,3.11435042,1.868245493,3.11435042,3.291733929,1.868247605,3.291733929,1.929176889,2.701641621,0,3.723909875,3.11435042,1.929176889,3.291733929,5.686711353,1.929176889,0,3.4152505,2.701641621,0.1102,1.6981
2195,12,80,0,0.1875,0.8125,24.7073,6.6238,6.7113,-1.00E-05,-2.72E-01,0.00E+00,10.1867828,3.311894115,0,3.311894115,1.953303558,0,0,0,3.311894115,1.944944625,2.819604118,3.311894115,0,3.361581789,1.953303558,0,0,0,0,1.944944625,3.311894115,0,0,3.361581789,2.075323365,0,0,0,0,1.944944625,0,0.1576,0.8566
2196,206,80,0.0625,0.1875,0.75,10.0425,10.0424,10.0426,-2.00E-05,-2.00E-05,3.00E-05,10.0425,3.335370959,3.335492478,3.317846134,2.116856887,6.635696648,3.317880209,2.116921157,3.317846134,2.11683585,2.785663392,5.021237542,6.306056885,3.317846134,2.173900425,0,3.317960469,2.173923524,3.317846134,2.116837105,2.813786183,10.25268985,12.33329466,6.018411708,2.173930958,0,6.01833558,2.173994492,3.317846134,2.116845804,2.890876031,0.1125,0.9232
2197,167,30,0.3333,0.5833,0.0833,5.0204,5.02,13.5528,8.00E-05,-1.00E-04,-5.00E-01,6.662946973,2.76899132,2.76899132,2.76899132,1.951696853,2.76899132,2.943044311,1.951696862,0,1.951837972,2.663752514,2.943044311,0,6.776379557,1.951787406,3.385009886,3.674843291,1.951811573,0,2.069301225,2.663752514,9.545370878,0,0,1.951965485,0,4.007388237,2.069368092,0,2.069395014,2.663886147,0.1196,2.907
2198,12,80,0.1875,0.125,0.6875,24.5453,6.5005,6.5445,0.00E+00,-2.68E-01,0.00E+00,10.02033367,3.262806608,3.250251845,3.250251845,1.92414939,4.653856756,3.250251845,1.924146763,3.250251845,1.924146763,2.779825204,5.392887966,3.909090378,3.330801018,2.033733921,5.083804522,3.250251845,1.924146763,3.250251845,1.924146763,2.779825565,9.60627622,0,3.375175272,3.452941026,12.12468503,0,1.924146763,3.330801018,1.924146763,3.250251845,0.2642,0.9051
2199,206,80,0.3438,0.3438,0.3125,9.5367,9.5364,9.5365,-5.00E-05,-5.00E-05,5.00E-05,9.536533319,3.150676189,3.150676189,3.150647381,2.01016787,3.150691491,3.150647381,2.010162897,3.150647381,2.036779513,2.645291988,3.150691491,3.150802456,3.150676189,2.010184168,5.715234377,3.150647381,2.01016787,3.150676189,2.036779513,2.671985005,3.608164487,8.258724145,3.150855977,2.010189535,5.979497586,3.608117543,2.010184168,3.150691491,2.036783023,2.672060792,0.2227,2.0736
2200,194,80,0.4688,0.5312,0,6.2323,6.2322,23.7461,-3.20E-04,2.00E-05,-5.00E-01,9.278337093,3.116098313,3.116098313,0,1.798893508,3.116098313,0,1.798893508,0,0,2.649606429,3.116098313,3.116098313,0,1.945994598,3.116140494,0,1.798893508,0,0,2.649606429,3.116140494,3.116140494,0,1.945994598,5.397287305,0,1.945994598,0,0,2.72313825,0.2169,2.656
2201,206,80,0.4688,0.125,0.4062,9.5675,9.5671,9.5673,-3.00E-05,-4.00E-05,3.00E-05,9.567299993,3.160883796,3.16084028,3.160854907,2.043371528,3.16084028,3.16084028,2.016662658,3.16084028,2.016666224,2.653810073,5.733715283,3.160883796,3.160854907,5.013565497,3.160854907,3.16084028,2.016662658,3.160941416,2.016767643,2.653810073,0,4.783541865,3.619977978,0,3.619779771,3.160883796,2.016672716,3.619826734,2.043352673,2.680636486,0.2515,1.9352
2202,227,40,0.6875,0.1875,0.125,5.8505,5.85,14.0496,-8.00E-05,7.00E-05,-5.00E-01,7.467624285,2.925171572,2.887177889,2.887125781,1.826453493,2.887125638,2.886963202,1.826453493,5.044541183,2.01353965,2.771484727,0,2.925023706,6.472774072,1.859001429,2.925023706,2.886963256,1.858848392,0,2.01370163,2.808022758,0,3.379179272,0,2.014642189,3.411629305,3.411865595,0,0,2.014642229,0,0.3244,1.7881
2203,194,80,0.5312,0,0.4688,6.5601,6.5597,24.3019,-2.80E-04,-2.30E-04,-5.00E-01,9.675299445,0,0,0,0,3.279837149,3.279837149,1.893546745,3.279837149,1.893546745,2.747413746,0,0,0,0,3.280061487,3.279837149,1.991543676,3.279837149,1.991543676,2.747413746,0,0,0,0,5.681596894,3.279837149,2.162919435,3.280061487,2.162919435,2.821725436,0.4474,1.1934
2204,206,80,0.5312,0.4688,0,9.1811,9.1807,9.1806,-8.00E-05,-8.00E-05,7.00E-05,9.180799972,3.033050864,3.033050864,0,1.93514658,3.033050864,0,1.93514658,0,0,2.546566688,3.033131282,3.033050864,0,1.935172274,3.033131282,0,1.935155107,0,0,2.546590093,3.033275854,3.033136096,0,1.935195362,3.473566136,0,1.935172274,0,0,2.572263272,0.1042,3.4436
2205,12,80,0,0.5,0.5,24.7897,6.4489,6.3896,-1.00E-05,-2.59E-01,0.00E+00,9.955223392,3.224446325,0,3.224446325,1.920131547,0,0,0,3.224446325,1.920135399,2.772547437,3.224446325,0,3.224446325,1.920131547,0,0,0,3.224446325,2.002738558,3.224446325,0,0,3.347390723,2.002738558,0,0,0,3.347390723,9.963142894,0,0.017,1.2649
2206,194,80,0.5938,0,0.4062,6.4947,6.4943,24.1745,-2.70E-04,-2.50E-04,-5.00E-01,9.594013365,0,0,0,0,3.247144445,3.247144445,1.874644347,3.247144445,1.874644347,2.726849068,0,0,0,0,3.247144445,3.247362045,1.981102527,3.556793088,1.981102527,2.726849068,0,0,0,0,3.556169037,12.08726374,2.143738446,5.624872366,2.143738446,2.800931,0.3468,1.6144
2207,194,80,0.3125,0.0625,0.625,6.744,6.7435,24.6676,-3.00E-04,-8.00E-05,-5.00E-01,9.904559417,10.58660924,3.371768325,3.372011592,1.946758109,3.371768325,3.371768325,1.946698239,3.371768325,1.946698239,2.80590877,0,3.372413645,5.841100095,2.021513848,3.372011592,3.371768325,1.947130747,3.371768325,2.021513848,2.880904648,0,7.029892624,6.166912289,2.21715238,3.372011592,3.372011592,2.021513848,3.372011592,2.021513848,2.88108878,0.3107,0.954
2208,206,80,0.0938,0.125,0.7812,10.0571,10.057,10.0572,-2.00E-05,-2.00E-05,3.00E-05,10.0571,3.322783552,3.340310857,3.322681877,2.119934278,3.340277842,3.322681877,2.119934278,3.322681877,2.119922914,2.789715394,0,5.074818646,3.322719788,2.147983484,3.820554871,3.322719788,2.17715238,3.322681877,2.119923683,2.789715394,0,6.305937899,3.322723213,0,0,0,2.229972465,3.322723213,2.119932558,2.81788294,0.1171,0.9818
2209,194,80,0.75,0.0625,0.1875,6.2856,6.2852,23.7758,-2.10E-04,-1.80E-04,-5.00E-01,9.334908997,3.142779717,3.142669714,3.142589204,2.082694542,3.142589204,3.142589204,1.814187609,3.142589204,1.814187609,2.661794082,0,4.690440633,3.142669714,2.083318322,3.142589204,3.142669714,1.814187609,3.481394026,1.814187609,2.661794082,0,5.443437118,17.83184841,2.08363998,3.142669714,3.481622129,1.948426637,5.645581292,1.948426637,2.735184149,0.412,2.3208
2210,33,80,0.3125,0.4375,0.25,10.3756,8.8856,9.5089,-1.00E-05,-2.00E-05,-2.00E-05,9.570693755,3.066157358,3.037491662,3.066157358,1.844685306,3.075711497,3.154387452,1.844689396,3.154343469,1.85637144,2.712012093,3.066198574,3.263047648,3.154343469,1.844689396,3.295970435,0,1.844711887,8.081990014,1.874266024,2.712012093,3.309484842,3.366625359,3.154387452,1.844711887,3.419233642,0,1.856376337,8.484768627,3.516747598,2.712013305,0.2354,1.8717
2211,194,80,0.3438,0,0.6562,6.7573,6.7568,24.6844,-3.30E-04,-1.00E-04,-5.00E-01,9.91982852,0,0,0,0,3.378383933,3.378383933,1.950519058,3.378383933,1.950519058,2.809475424,0,0,0,0,3.378639502,3.378639502,2.022884033,3.378639502,2.022884033,2.809475424,0,0,0,0,3.379039761,3.378639502,2.022884033,3.378639502,2.220804419,2.884476303,0.3714,0.7115
2212,33,40,0.4375,0.5625,0,5.02,8.626,9.2491,-1.00E-05,-4.00E-05,-3.00E-05,7.371189028,2.979009092,2.942122179,0,1.7865563,3.171620786,0,1.786605542,0,0,2.63297012,3.171540857,2.969667614,0,1.94253225,6.363726155,0,1.832422973,0,0,2.632972184,6.363726155,2.969667614,0,2.01383376,0,0,1.942474819,0,0,2.684519212,0.0558,2.9649
2213,227,40,0.1875,0.25,0.5625,6.2406,6.2359,15.3003,-5.70E-04,5.63E-02,-5.00E-01,8.013289425,5.459684889,3.028738341,2.895595019,2.00687983,7.282925504,2.895595019,2.045233496,2.896551977,1.993043798,2.839053124,0,5.459421794,3.031035829,3.560349167,0,3.028738341,3.690213407,3.029746458,2.00687983,2.969728735,0,9.543856823,3.453495074,5.609603841,0,5.646333182,0,3.606588496,3.64275947,3.045600528,0.3358,0.7567
2214,227,40,0,0.25,0.75,10.9686,6.2964,15.7593,-1.80E-01,-1.54E-01,8.63E-01,8.145581142,3.423170062,0,2.96010369,1.918647752,0,0,0,3.1907419,1.918647752,2.841699478,5.909744497,0,3.206601048,2.02881893,0,0,0,3.399463712,1.918647752,3.022282438,7.240418633,0,3.689707391,2.048711377,0,0,0,7.166485402,0,3.078508026,0.3435,0.352
2215,206,80,0,0.4375,0.5625,9.9024,9.9024,9.9023,-5.00E-05,-4.00E-05,6.00E-05,9.902366654,3.271532463,0,3.271532463,2.087283137,0,0,0,3.288809863,2.087277972,2.746788136,3.271542157,0,3.271532463,2.087312456,0,0,0,3.288810113,2.087293772,2.746788136,3.271693967,0,3.271552834,2.114907473,0,0,0,3.288818695,2.087298202,2.746800538,0.1238,1.1731
2216,227,40,0.25,0.375,0.375,6.1239,6.1212,15.0064,-7.10E-04,3.84E-02,-5.00E-01,7.865459354,3.060431815,3.031178188,3.029887951,1.935941807,5.39497403,3.06062226,1.93604332,3.060431815,1.935941854,2.908692374,3.06062226,5.229149767,0,1.935941854,5.584740199,3.061946472,3.616804537,3.06062226,1.93604332,2.938197369,7.994412399,14.73160543,0,1.936043267,12.08733139,3.52893981,13.3453123,0,2.078356385,0,0.2228,1.0719
2217,227,40,0.5,0.5,0,9.9492,5.7608,14.1892,-1.24E-02,-1.43E-02,8.64E-01,7.429609125,2.868751217,2.868751389,0,1.822541356,2.880401394,0,1.822541356,0,0,2.754001278,2.906373745,3.363937976,0,1.844589729,2.906178739,0,6.656329959,0,0,2.754001278,0,3.386029072,0,2.001395796,5.32769347,0,13.26292165,0,0,2.765185338,0.1897,1.6625
2218,33,80,0.9062,0.0312,0.0625,9.8901,8.4916,9.1232,-1.00E-04,-4.00E-05,-2.00E-05,9.150520566,0,2.933911478,6.265140147,1.76028534,2.897610369,2.924804105,1.760272543,5.251299859,1.760332821,2.595892761,0,3.126493185,7.859600594,2.069699247,2.924858325,3.280355704,1.76028534,0,1.853435982,2.595898818,0,3.741145001,0,4.510591808,3.009229715,3.307764989,1.760328273,0,1.913501539,2.646225286,0.1067,4.0881
2219,194,80,0.7812,0.0938,0.125,6.2299,6.2296,23.672,-2.10E-04,-1.30E-04,-5.00E-01,9.266156677,5.602133839,3.114780494,3.114780494,1.798106387,3.114780494,3.114780494,1.798106387,3.114961157,1.798106387,2.644662451,0,3.114784725,3.46200104,1.939919653,3.114780494,3.114784725,1.939919653,0,1.798480439,2.644662451,0,3.114961157,6.688228981,2.066527215,3.114784725,5.395171569,2.066527215,0,1.939919653,2.717879217,0.3426,2.5349
2220,12,80,0.4688,0.1875,0.3438,24.3437,6.2281,6.1336,1.00E-05,-2.55E-01,0.00E+00,9.652071431,3.11406454,3.11406454,3.11406454,1.864194865,3.11406454,3.11406454,1.864194865,3.11406454,1.864194865,2.697025211,3.27780927,3.11406454,3.330697792,1.864194865,3.11406454,3.11406454,1.864194865,3.27780927,1.864194865,2.697025211,7.552496879,12.17185531,3.613701668,1.935299521,3.27780927,0,1.935299521,3.27780927,1.864196167,2.697035321,0.1791,2.0443
2221,206,80,0.4375,0.4062,0.1562,9.3589,9.3586,9.3585,-6.00E-05,-6.00E-05,6.00E-05,9.358666647,3.091848917,3.091848917,3.092037456,1.972657053,3.091848917,3.09190465,1.972657053,3.092091911,1.972658472,2.595930476,3.541000459,3.09190465,3.092091911,1.972678189,3.09190465,4.679276198,1.972697969,0,1.972679615,2.595930476,4.679446638,3.092037456,5.868089602,1.972691365,3.09190465,5.868000556,1.998778452,0,1.998768722,2.595930476,0.1828,2.6664
2222,167,60,0.8333,0.0833,0.0833,9.7932,4.8964,13.3033,2.30E-04,-2.50E-04,-5.00E-01,8.205304287,3.857968168,2.793701087,2.884992096,1.897592062,2.793701087,2.793701087,1.897539593,9.445370341,1.897744832,2.569634625,0,2.885353615,9.308857513,1.897604128,2.793701087,2.793701087,1.897539593,0,2.037514385,2.569634625,0,3.268354213,0,1.897872864,5.638116508,4.89661795,1.897545917,0,0,2.569756545,0.1012,4.263
2223,206,80,0.0625,0.5625,0.375,9.71,9.7099,9.7097,-6.00E-05,-6.00E-05,8.00E-05,9.709866644,3.20790373,3.207921365,3.20790373,2.046685212,5.828270155,3.207929353,2.046700698,3.20790373,2.046700698,2.693355495,3.207921365,3.208105773,3.20790373,2.046695981,0,0,2.046869744,3.207921365,2.046869744,2.693355495,3.207929353,3.208170982,3.207929353,2.046711295,0,0,2.101876364,3.208105773,2.073782233,2.693388735,0.1531,1.5509
2224,167,30,0.0833,0.25,0.6667,5.3847,5.3842,14.3315,3.00E-05,-1.00E-05,-5.00E-01,7.112686694,3.92033672,3.155237361,2.928106469,2.087478757,0,2.928106469,2.087478757,3.155328126,2.087478746,2.857023732,5.699449111,3.617203188,10.09387859,2.087516536,0,3.92049032,2.205494883,7.165772125,2.087545809,2.857195517,7.165772125,6.158896663,0,2.087559424,0,5.699708991,2.205595262,0,2.087661567,2.91366432,0.1993,1.2931
2225,194,80,0.4062,0.0625,0.5312,6.6451,6.6447,24.4764,-2.90E-04,-1.50E-04,-5.00E-01,9.782062849,7.221539552,3.32233474,3.322559057,1.918120037,3.32233474,3.32233474,1.918120037,3.32233474,1.918120037,2.77477258,0,3.32233474,3.610769776,2.005840576,3.322559057,3.322559057,1.918120037,3.32233474,1.918120037,2.77477258,0,3.610418036,3.611777322,0,3.322865199,12.23819753,2.005840576,3.322559057,2.005840576,2.849424424,0.346,0.9305
2226,12,80,0,0.75,0.25,24.8557,6.309,6.1331,0.00E+00,-2.48E-01,0.00E+00,9.766953344,3.15448809,0,3.15448809,1.894037612,0,0,0,3.15448809,1.968377874,2.735243101,3.15448809,0,3.201385902,1.894037612,0,0,0,0,2.026052893,2.735243101,3.15448809,0,3.201396341,1.894037612,0,0,0,0,2.026052893,3.15448809,0.023,1.5788
2227,33,40,0.1875,0.8125,0,5.0784,8.7257,9.3445,3.00E-05,-3.00E-05,-3.00E-05,7.453514203,3.004166873,2.97630397,0,1.806961786,3.246458106,0,1.892116759,0,0,2.661392551,6.329399884,3.004166873,0,1.807010812,7.545489273,0,1.964350786,0,0,2.713408937,0,4.857290906,0,1.853022536,0,0,6.326351688,0,0,2.881532132,0.0512,2.4337
2228,33,80,0,0.3125,0.6875,11.007,9.3773,9.9993,2.00E-05,4.00E-05,0.00E+00,10.10583318,3.340693098,0,3.217250479,1.967698258,0,0,0,3.217250479,1.954056525,2.861078994,5.503511738,0,3.247962887,1.967746571,0,0,0,3.247963381,1.954058235,2.909565374,0,0,3.247963381,1.9710438,0,0,0,3.435974488,1.99236958,3.089305759,0.0952,1.0801
2229,12,80,0,0.5,0.5,24.7897,6.4489,6.3896,-1.00E-05,-2.59E-01,0.00E+00,9.955223392,3.224446325,0,3.224446325,1.920131547,0,0,0,3.224446325,1.920131547,2.772547437,3.224446325,0,0,1.920131547,0,0,0,3.224446325,1.920135399,3.224446325,3.224446325,0,0,2.002738558,0,0,0,3.347390723,2.002738558,0,0.0465,1.3035
2230,167,30,0.3333,0.4167,0.25,5.1068,5.1064,13.7396,8.00E-05,-9.00E-05,-5.00E-01,6.769994248,3.440008519,2.807171342,2.807171342,1.983947125,3.440181948,2.807171342,1.984036343,3.440008519,1.983947134,2.709584505,3.733085053,0,3.733309474,1.984059184,0,5.888572556,2.101672946,5.446711035,1.984206449,2.709727633,4.062643799,0,6.869815141,1.984074596,0,9.676986483,3.810063804,0,2.101775849,2.783536637,0.2131,2.2697
2231,12,80,0.3125,0.4375,0.25,24.5308,6.2201,6.0692,0.00E+00,-2.50E-01,0.00E+00,9.643039536,3.1100495,3.1100495,3.1100495,1.867642885,3.1100495,3.1100495,1.867642885,3.1100495,1.867645221,2.700477988,3.353293732,3.1100495,3.1100495,1.867642885,3.294526975,3.294526975,1.867642885,3.1100495,1.924036336,2.700477988,6.118287725,3.1100495,3.294526975,1.867645221,3.716325207,3.294526975,1.924036336,3.294526975,3.657086995,2.700485187,0.1013,1.9792
2232,194,80,0.7812,0.1875,0.0312,6.1603,6.16,23.5515,-2.50E-04,-2.00E-05,-5.00E-01,9.181321362,3.08015091,3.079903243,5.548911674,1.777995154,3.079903243,3.079903243,1.777995154,0,1.777995154,2.623793741,3.439124827,3.08015091,10.00552692,1.778348365,3.079903243,3.438736904,1.930045868,0,1.930045868,2.623793741,3.439198018,0,0,1.930045868,5.33477838,3.439646203,2.046501247,0,3.63491471,2.696835136,0.2814,2.2736
2233,167,60,0.8333,0,0.1667,9.8796,4.9396,13.3968,2.30E-04,-2.40E-04,-5.00E-01,8.272783367,0,0,0,0,2.813322145,2.813322145,1.913642448,2.910589045,1.913642448,2.592293517,0,0,0,0,2.813322145,2.910352277,1.913648809,6.69838606,1.913696248,2.592415976,0,0,0,0,4.939799694,3.295700778,1.913708404,0,2.053772175,2.592415976,0.1434,3.8698
2234,33,80,0.6562,0.125,0.2188,10.1803,8.7224,9.3511,-7.00E-05,-3.00E-05,-2.00E-05,9.399103353,3.34688958,3.01815979,3.095412498,1.81067205,2.980717814,2.980717814,1.810631101,3.008818893,1.821828115,2.664820518,5.417714595,3.018203779,5.090137706,1.821829462,3.008818893,3.008862544,1.810640564,3.095459079,1.843130152,2.664820518,0,3.095459079,0,1.843130152,3.095412498,3.250457716,1.810640564,0,3.578357398,2.664824897,0.2171,2.7392
2235,33,80,0.0938,0.125,0.7812,11.0672,9.4186,10.0431,0.00E+00,5.00E-05,0.00E+00,10.15384741,3.620496784,3.637707997,3.274788177,2.0359373,6.921764975,3.274788177,1.964378101,3.233817252,1.96437777,2.87474568,4.982934251,3.76138315,3.451124681,2.041035106,9.500882456,3.451133718,2.198606095,3.264740327,1.964378101,2.87474568,10.82125283,12.86874389,3.504275027,2.10676843,12.41748199,3.451182822,3.768090801,3.357810029,1.978246239,2.874746064,0.2717,0.929
2236,167,30,0.5833,0.4167,0,4.9153,4.915,13.3346,1.60E-04,-1.80E-04,-5.00E-01,6.534210451,2.881670444,2.724421863,0,1.912782434,2.724421863,0,1.912705321,0,0,2.608028119,3.318453079,2.724421863,0,1.91283947,2.881835429,0,1.912705329,0,0,2.608028119,6.667307507,9.391729369,0,2.030340795,5.273260268,0,1.912886863,0,0,2.608154956,0.0573,3.899
2237,33,80,0.75,0.0625,0.1875,10.1018,8.6588,9.2888,-8.00E-05,-3.00E-05,-2.00E-05,9.331225718,5.050894116,2.995254813,3.185019001,1.797037202,2.958116096,2.985979237,1.796987565,3.341584028,1.807963518,2.646059331,0,2.995300397,5.480886193,1.872883336,2.958116096,2.985979237,1.79699833,0,1.830863085,2.646064445,0,3.214103259,0,1.890189165,3.071966644,3.072014913,1.79699833,0,7.736676548,2.695996579,0.1917,3.0381
2238,167,30,0.5833,0.4167,0,4.9153,4.915,13.3346,1.60E-04,-1.80E-04,-5.00E-01,6.534210451,2.724421863,2.724421863,0,1.912705321,2.724421863,0,1.912782434,0,0,2.608028119,2.881670444,0,0,1.912705329,3.318347394,0,1.91283947,0,0,2.608028119,3.318453079,0,0,1.912938009,6.667307507,0,1.912886863,0,0,2.608154956,0.0685,3.7834
2239,33,80,0.8438,0.0312,0.125,9.9886,8.5689,9.2001,-9.00E-05,-4.00E-05,-2.00E-05,9.234373026,0,3.178850692,3.332160271,1.860825555,2.925727074,2.925727074,1.777354074,2.953235662,1.813337144,2.619198306,0,0,0,3.798706041,2.953235662,2.953284889,1.777366062,5.363763077,3.514417234,2.619204031,0,0,0,3.846868963,3.038380519,3.038433048,1.777405759,7.912289371,0,2.619204031,0.1729,3.3237
2240,194,80,0.2812,0.7188,0,6.2921,6.2921,23.8872,-2.30E-04,-3.00E-05,-5.00E-01,9.356180999,3.146057491,3.146057491,0,1.816237463,3.146057491,0,1.816237463,0,0,2.669965965,3.146057491,3.146057491,0,1.957553811,3.146067524,0,1.816504146,0,0,2.669965965,5.449239939,4.701941844,0,2.086899074,0,0,1.957553811,0,0,2.743817384,0.2053,2.3705
2241,227,40,0.625,0.0625,0.3125,10.2227,5.8931,14.518,-8.72E-02,-7.81E-02,8.64E-01,7.59998101,0,3.592763465,3.414000043,1.887334849,2.946552881,2.857856464,1.839378804,3.413999914,1.887334704,2.743541925,0,3.703917851,10.00681306,3.334906858,3.353511302,3.066187527,1.887334704,11.8849037,4.547592552,2.828690766,0,0,0,7.904040905,5.444234723,3.32310045,6.133184948,0,9.525940373,2.828690766,0.4231,1.9374
2242,227,40,0.375,0.3125,0.3125,10.3171,5.9767,14.7204,-1.69E-02,-1.96E-02,8.63E-01,7.709929692,3.019761167,3.482895069,3.535762048,1.886847213,2.988359852,2.968271045,1.886847213,2.968271223,1.886847213,2.849540317,0,3.505095526,5.55329142,2.074997987,3.01960676,3.535762048,6.898859038,2.988359852,1.913653994,2.849540317,0,5.134407668,0,2.090792492,3.482726875,5.158530917,13.73370179,3.509854976,3.497303213,2.868825458,0.2638,1.5649
2243,194,80,0.7188,0,0.2812,6.3644,6.364,23.9198,-2.20E-04,-2.50E-04,-5.00E-01,9.43179606,0,0,0,0,3.182007826,3.182007826,1.836980291,3.182007826,1.836980291,2.685911981,0,0,0,0,3.182007826,3.182007826,1.96022895,3.182193183,1.837377111,2.685911981,0,0,0,0,3.182007826,3.182193183,2.105556828,12.37524743,1.96022895,2.685911981,0.297,1.7342
2244,33,40,0.5,0,0.5,5.2826,9.0207,9.6494,-6.00E-05,0.00E+00,-1.00E-05,7.718438095,0,0,0,0,3.20889278,3.119524968,1.889691681,3.090177005,1.877324607,2.755538687,0,0,0,0,3.312103589,6.647252528,1.901974422,3.312094971,1.917373617,2.755542465,0,0,0,0,5.594380706,0,1.901995432,6.550333624,2.032016167,2.80419456,0.2455,1.8514
2245,33,80,0.3438,0.5,0.1562,10.2571,8.7945,9.4174,-1.00E-05,-3.00E-05,-2.00E-05,9.470849164,3.041608456,3.041552419,3.041552419,1.824157753,3.003861438,3.003861438,1.824162827,3.37183158,1.824196629,2.68414411,3.119482878,3.119482878,3.041608456,1.824162827,3.032129439,3.333459698,1.824196629,3.501970772,1.907488676,2.68414411,3.119542214,3.119542214,3.260243699,1.835474788,3.276219413,4.947159557,1.835468586,5.128525746,1.957869808,2.684145476,0.1023,2.3509
2246,227,40,0.5625,0.125,0.3125,9.8456,5.7176,14.1245,-1.96E-02,-2.27E-02,8.61E-01,7.394483696,5.325128421,2.901173186,3.461253461,1.83618477,2.838774548,2.901173186,1.799851778,3.330458897,1.799851778,2.725223675,0,4.903594869,5.296686837,1.991773012,2.838774719,3.34735133,1.83618477,3.389358915,1.799851778,2.725223675,0,0,13.8554194,2.002238186,2.858783832,3.367052974,1.991773012,3.531124558,6.581784822,2.744432479,0.2747,1.6894
2247,206,80,0.1562,0.1875,0.6562,9.9201,9.9199,9.9201,-3.00E-05,-3.00E-05,3.00E-05,9.920033328,3.753302702,3.277388158,3.277388158,2.091020653,3.753302702,3.277410198,2.091040356,3.277388158,2.091024219,2.751686605,7.742408545,3.277514961,3.277410198,2.09103675,9.19500735,3.277498739,2.118700822,3.27742296,2.091035608,2.779484368,0,7.014620477,3.27749705,2.091109431,0,4.959971932,3.900647825,3.27742296,2.118700822,2.855614135,0.1657,1.2221
2248,12,20,0.125,0.875,0,12.3959,3.0668,5.8516,0.00E+00,-2.37E-01,0.00E+00,6.001123708,3.138916726,3.138920929,0,1.857792182,0,0,1.955465262,0,0,2.629067472,3.308606712,3.308606712,0,1.878826165,0,0,3.554774379,0,0,2.629067472,3.308606712,8.178308003,0,3.318411322,0,0,5.954807397,0,0,2.629067472,0.0049,2.1927
2249,194,80,0.3438,0.1562,0.5,6.6416,6.6412,24.4832,-2.50E-04,-1.00E-04,-5.00E-01,9.779539755,3.320819684,3.320613528,3.320613528,1.917130299,3.320613528,3.320613528,1.917130299,3.320613528,1.917130299,2.774583468,3.321145053,3.320819684,3.320819684,2.00639821,12.24159982,3.320613528,1.917130299,3.320819684,1.917130299,2.774583468,5.752323136,12.68436316,3.611206117,2.187438045,0,3.320613528,2.00639821,3.320819684,2.00639821,2.849285191,0.3493,1.1997
2250,194,80,0.0625,0.4688,0.4688,6.7097,6.7093,24.6548,-3.00E-05,2.00E-05,-5.00E-01,9.869311406,3.354663905,3.354830248,3.354663905,1.936837388,18.59228521,3.354663905,1.936837388,3.354663905,1.936837388,2.798824796,3.354830248,3.639896091,3.354830248,2.020460534,0,3.354663905,1.93722401,3.354663905,2.020460534,2.798824796,5.811381357,3.639973813,3.355305589,2.020460534,0,3.639898554,2.020460534,3.354830248,2.020460534,2.873448507,0.2787,0.857
2251,206,80,0,0.0938,0.9062,10.2072,10.2072,10.2074,-1.00E-05,-1.00E-05,2.00E-05,10.20726666,5.103611585,0,3.372302366,2.180059888,0,0,0,3.372302366,2.151583215,2.831381569,5.103718056,0,3.372354813,2.180059888,0,0,0,3.372302366,2.151587139,2.831381569,0,0,3.862062792,5.688926286,0,0,0,3.372348379,2.151595673,2.859951449,0.0332,0.9594
